anime_id,Genres,English name,Type,Episodes,Studios,Source
33493,"Action, Mecha, Sci-Fi",Promised Town,ONA,1,Unknown,Original
33498,"Drama, Shounen, Sports",Fight! Kickers,Special,3,Studio Pierrot,Manga
33499,"Sports, Drama, Shounen",Fight! Kickers,OVA,1,Studio Pierrot,Manga
33500,Comedy,Unknown,ONA,3,DLE,Original
33501,"Comedy, Music",Unknown,Special,6,DLE,Original
33502,"Sci-Fi, Drama, Romance, Fantasy",WorldEnd:What do you do at the end of the world? Are you busy? Will you save us?,TV,12,"Satelight, C2C",Light novel
33505,Hentai,Unknown,OVA,2,T-Rex,Visual novel
33506,"Action, Demons, Supernatural, Fantasy, Shounen",Blue Exorcist:Kyoto Saga,TV,12,A-1 Pictures,Manga
33508,"Game, Mystery, Parody, Horror, Psychological, Fantasy",Order Designer,ONA,12,Shanghai Foch Film Culture Investment,Original
33511,"Comedy, Shounen",Unknown,Movie,1,Lerche,Manga
33512,"Sci-Fi, Comedy",Unknown,ONA,1,Unknown,Original
33513,"Action, Comedy, School, Shounen",Assassination Classroom The Movie:365 Days' Time,Movie,1,Lerche,Manga
33514,Hentai,Unknown,OVA,1,Unknown,Manga
33515,Hentai,Unknown,OVA,1,Unknown,Manga
33519,"Action, Horror, Supernatural, Drama, Fantasy",Unknown,Movie,1,Wit Studio,Original
33520,"Action, Horror, Supernatural, Drama, Fantasy",Unknown,Movie,1,Wit Studio,Original
33522,"Sports, Shounen",Unknown,ONA,6,Unknown,Manga
33523,"Kids, Music",Unknown,Music,1,Echoes,Music
33524,"Slice of Life, Comedy, School, Seinen",Unknown,Special,1,Studio Deen,Manga
33525,Sci-Fi,Unknown,ONA,1,Echoes,Original
33526,"Kids, Music",Unknown,Music,1,Echoes,Original
33527,"Music, Fantasy",Unknown,ONA,2,Unknown,Picture book
33528,Fantasy,Unknown,ONA,24,Echoes,Picture book
33529,Fantasy,Unknown,ONA,1,Echoes,Picture book
33531,"Sci-Fi, Mecha",Last Hope,TV,26,Satelight,Original
33532,"Drama, Magic",Twin Angels Break,TV,12,J.C.Staff,Game
33533,"Comedy, Parody, Sports",Tokyo Onlypic Pictures 2008,Movie,1,Echoes,Original
33534,Comedy,Curly,ONA,1,Unknown,Original
33535,"Music, Slice of Life",Runningman,ONA,1,Unknown,Original
33536,Fantasy,Fly,ONA,1,Unknown,Original
33537,"Music, Slice of Life",My Home,ONA,1,Unknown,Original
33538,"Drama, Seinen",Shima Kosaku's Asian Entrepreneurs,TV,26,Unknown,Manga
33539,"Drama, Seinen",Unknown,Special,4,Unknown,Manga
33540,"Cars, Drama, Seinen",Unknown,TV,30,Unknown,Manga
33541,"Game, Space, Comedy",Crane Game Girls Galaxy,TV,12,Kyotoma,Original
33542,"Comedy, School",Unknown,Special,8,Unknown,Original
33543,"Comedy, Sports",Unknown,Special,2,Unknown,Original
33544,"Comedy, Kids, Sports",Unknown,Special,2,Unknown,Other
33545,"Comedy, Parody",Unknown,Special,1,Unknown,Other
33546,"Action, Fantasy, Game",Monster Strike:Mermaid Rhapsody,ONA,1,Studio Hibari,Game
33547,"Comedy, Fantasy, Parody",Unknown,Special,1,Unknown,Other
33548,Comedy,Unknown,Special,7,Unknown,Original
33549,Comedy,Unknown,ONA,1,Unknown,Other
33550,Comedy,Unknown,Special,1,Unknown,Original
33551,"Comedy, Parody",Unknown,Special,9,Unknown,Original
33552,"Music, Comedy",Unknown,Special,5,Unknown,Original
33558,"Action, Adventure, Magic, Fantasy",Tales of Zestiria the X Prologue:The Age of Chaos,Special,1,ufotable,Game
33562,"Action, Comedy, Supernatural",The Unparalleled Black & White,ONA,12,Unknown,Manga
33564,"Action, Sci-Fi, Super Power",Unknown,OVA,1,LandQ studios,Game
33566,"Action, Martial Arts, Shounen",Unknown,OVA,1,Telecom Animation Film,Manga
33569,"Adventure, Comedy, Parody, Fantasy",Re:ZERO PETIT,Special,14,Studio PuYUKAI,Light novel
33570,"Comedy, Parody, School",Unknown,ONA,1,Unknown,Other
33571,"Comedy, Parody, School",Unknown,ONA,9,Unknown,Other
33572,Music,Unknown,TV,12,Seven Arcs Pictures,Original
33573,Music,Unknown,TV,13,"Xebec, Issen",Original
33578,"Music, Fantasy",Unknown,Music,2,Unknown,Original
33580,"Historical, Kids, Music",Unknown,Music,1,Unknown,Original
33581,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen",Trinity Seven:Eternity Library & Alchemic Girl,Movie,1,Seven Arcs Pictures,Manga
33583,"Kids, Fantasy",Unknown,TV,52,Unknown,Original
33588,"Hentai, Fantasy",Unknown,Special,1,Unknown,Manga
33589,"Action, Drama, Magic, Martial Arts",Unknown,TV,12,Seven Arcs Pictures,Original
33599,"Adventure, Demons, Fantasy",Unknown,TV,50,Unknown,Original
33600,"Action, Adventure, Fantasy, Historical, Magic",Unknown,ONA,13,Unknown,Game
33601,"Action, Adventure, Fantasy, Historical, Magic",Unknown,ONA,13,Unknown,Game
33602,"Adventure, Fantasy",Armored Adventure,ONA,26,Unknown,Original
33603,"Adventure, Fantasy",Armored Adventure 2nd Season,ONA,26,Unknown,Original
33604,"Adventure, Fantasy",Armored Adventure 3rd Season,ONA,29,Unknown,Original
33605,"Action, Comedy, Magic, Shounen Ai, Supernatural",Spiritpact,ONA,20,Haoliners Animation League,Web manga
33606,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",ONE PIECE FILM GOLD 〜episode 0〜 711ver.,Special,1,Toei Animation,Manga
33607,Historical,KAHEY - A Certain Captain's Life,Movie,1,Doga Kobo,Original
33618,"Historical, School, Shoujo",Unknown,Special,1,Unknown,Visual novel
33630,"Sci-Fi, Adventure, Fantasy",Rainbow Sea,TV,26,Unknown,Original
33654,"Drama, Romance, School, Shounen Ai, Slice of Life",Hitorijime My Hero,TV,12,Encourage Films,Manga
33658,"Military, School",Unknown,Special,1,Unknown,Original
33659,"Slice of Life, Comedy, Magic",Unknown,Special,1,Seven,4-koma manga
33661,"Sci-Fi, Space, Comedy, Ecchi, Seinen",Unknown,ONA,13,Shin-Ei Animation,Manga
33662,"Sci-Fi, Comedy, Parody, Supernatural",Unknown,Movie,1,DLE,Original
33663,"Fantasy, Magic, Music",Unknown,Music,6,Unknown,Manga
33668,"Supernatural, Magic",Matoi the Sacred Slayer,TV,12,White Fox,Original
33669,"Action, Slice of Life, Magic, Fantasy, School, Shoujo",Cure Miracle and Cure Mofurun's Magic Lesson,Movie,1,Unknown,Original
33670,"Action, Adventure, Cars",Galaxy Racers,TV,52,Unknown,Original
33671,"Action, Adventure, Mecha",The Configurators,TV,26,Unknown,Original
33672,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon the Movie 2017:Great Adventure in the Antarctic Kachi Kochi,Movie,1,Shin-Ei Animation,Manga
33674,"Game, Supernatural, Drama, Romance, Fantasy",Unknown,Movie,1,Madhouse,Light novel
33681,"Comedy, Slice of Life, Supernatural",Unknown,Special,1,domerica,Manga
33685,"Action, Sci-Fi, Adventure, Mecha, Shounen",Unknown,Movie,1,"OLM Digital, Signal.MD",Manga
33686,"Action, Adventure, Mecha, Sci-Fi, Shounen",Unknown,Movie,1,"OLM Digital, Signal.MD",Manga
33687,"Action, Adventure, Mecha, Sci-Fi, Shounen",Unknown,Movie,1,"OLM Digital, Signal.MD",Manga
33689,Music,Unknown,Music,1,Unknown,Game
33690,Game,Nazotokine,TV,12,Tengu Kobo,Original
33691,Fantasy,The Moonlight and the Glasses,Movie,1,Gakken Eigakyoku,Book
33692,"Comedy, Drama",Unknown,ONA,1,Unknown,Original
33693,"Mystery, Comedy",Meitantei Gordon,ONA,1,Unknown,Original
33694,"Music, Comedy",Unknown,ONA,1,Unknown,Original
33695,Comedy,Unknown,Special,2,Unknown,Original
33696,"Comedy, Music",Unknown,Music,1,ILCA,Original
33697,"Action, Sci-Fi, Fantasy",Unknown,OVA,1,Khara,Game
33698,Game,Unknown,ONA,1,Shaft,Game
33702,"Adventure, Horror, Police",Tong Zhi Zhe,ONA,10,Unknown,Web manga
33703,"Action, Game, Fantasy",Unknown,ONA,25,Unknown,Web manga
33704,"Action, Adventure, Fantasy, Sci-Fi",Unknown,ONA,32,Unknown,Web manga
33705,Comedy,Unknown,OVA,4,Unknown,Original
33706,"Sci-Fi, Comedy, Kids",Kwai Boo,Movie,1,Unknown,Unknown
33708,"Action, Game, Shounen",Unknown,ONA,1,Unknown,Manga
33709,"Action, Demons, Fantasy, Magic, Supernatural",Garo:Crimson Moon - The Butterfly of Time,Special,1,MAPPA,Original
33710,Dementia,Unknown,Movie,1,Unknown,Original
33712,"Comedy, Parody, Ecchi, Fantasy",Unknown,OVA,5,"feel., PRA",Other
33713,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Outlaw Star,Special,2,Sunrise,Manga
33717,"Drama, Fantasy, Mystery",Unknown,Special,1,KAGAYA Studio,Novel
33718,"Harem, Music",Unknown,Music,1,Unknown,Game
33720,"Military, School",Unknown,Movie,1,Actas,Original
33723,"Comedy, Magic",Unknown,ONA,12,Bouncy,Original
33724,"Action, Fantasy, Game",Monster Strike The Movie:To The Place of Beginnings,Movie,1,LIDENFILMS,Game
33726,"Action, Adventure, Comedy, Demons, Supernatural, Drama, Josei",Saiyuki Reload Blast,TV,12,Platinum Vision,Manga
33727,Kids,Unknown,TV,30,Kachidoki Studio,Picture book
33728,"Action, Adventure, Fantasy, Magic, Shounen",Chain Chronicle:The Light of Haecceitas Part 1,Movie,1,"Telecom Animation Film, Graphinica",Game
33729,"Action, Adventure, Fantasy, Magic, Shounen",Chain Chronicle:The Light of Haecceitas Part 2,Movie,1,"Telecom Animation Film, Graphinica",Game
33730,"Action, Adventure, Fantasy, Magic, Shounen",Chain Chronicle:The Light of Haecceitas Part 3,Movie,1,"Telecom Animation Film, Graphinica",Game
33731,"Comedy, Demons, Supernatural, School, Shounen",Gabriel DropOut,TV,12,Doga Kobo,Manga
33733,Sports,Inazuma Eleven:Balance of Ares,TV,26,OLM,Game
33734,"Historical, Samurai",Unknown,ONA,1,HOTZIPANG,Original
33736,School,Unknown,ONA,Unknown,Unknown,Original
33737,"Mecha, School",Unknown,TV,Unknown,OLM,Original
33739,"Comedy, Historical, Kids",Ori-Princess,TV,52,Puzzle Animation Studio Limited,Original
33740,"Super Power, Shounen",Unknown,Special,1,Artland,Original
33741,"Sci-Fi, Comedy, Police, Mecha",Mobile Police Patlabor:Reboot,Movie,1,Khara,Original
33743,"Drama, Ecchi, Music, Romance, School, Shounen",Fuuka,TV,12,Diomedéa,Manga
33744,"Game, Shounen, Supernatural",Unknown,OVA,1,Unknown,Manga
33746,"Comedy, Sports",Anime de Training! Xx,TV,12,Rising Force,Original
33750,Hentai,Unknown,OVA,2,Unknown,Manga
33753,"Comedy, Historical, Kids",Ori-Princess 2nd Season,TV,52,Puzzle Animation Studio Limited,Original
33755,"Game, Drama",Mahjong King,ONA,16,Thundray,Web manga
33756,"Action, Supernatural, Fantasy",Unknown,ONA,20,Vasoon Animation,Web manga
33757,"Military, Sci-Fi",Twin Moons,ONA,13,Unknown,Original
33758,"Action, Historical, Supernatural, Martial Arts, Fantasy",Unknown,ONA,30,Sparkly Key Animation Studio,Manga
33759,"Action, Fantasy",Beyond the Worlds,ONA,13,Unknown,Original
33760,"Adventure, Fantasy",Unknown,ONA,12,Haoliners Animation League,Manga
33761,"Horror, Mystery, Supernatural",Unknown,ONA,12,Unknown,Web manga
33762,"Adventure, Fantasy",Unknown,ONA,26,CG Year,Original
33763,"Adventure, Fantasy",Unknown,ONA,26,CG Year,Original
33764,"Action, Fantasy",Heroes Don't Bi-Bi,ONA,13,Vasoon Animation,Original
33768,Hentai,Unknown,OVA,4,Unknown,Novel
33769,Hentai,Unknown,OVA,2,Collaboration Works,Visual novel
33770,Slice of Life,Unknown,ONA,1,Trigger,Original
33771,"Action, Comedy, School",Cheating Craft,TV,12,Blade,Novel
33772,"Adventure, Fantasy",Spy Penguin,ONA,43,Next Media Animation,Original
33773,"Adventure, Fantasy",Spy Penguin:White Christmas,ONA,1,Next Media Animation,Original
33775,"Action, Samurai",Soul Buster,TV,12,Studio Pierrot,Manga
33776,"Game, Comedy, School",Unknown,ONA,12,Doga Kobo,Card game
33777,"Dementia, Drama",Crazy Little Thing,Movie,1,Unknown,Original
33779,"Comedy, Parody, Ecchi, Fantasy",Unknown,Special,3,Gathering,Web manga
33782,"Slice of Life, Comedy",Unknown,Special,2,Unknown,Original
33783,"Action, Adventure, Sci-Fi",Godzilla:Planet of the Monsters,Movie,1,Polygon Pictures,Original
33787,Comedy,Unknown,ONA,12,Craftar Studios,Unknown
33788,"Comedy, Music, School",MARGINAL #4 the Animation,TV,12,J.C.Staff,Music
33789,"Slice of Life, Comedy",Unknown,ONA,6,Unknown,Original
33791,"Comedy, Parody",Unknown,ONA,1,Unknown,Original
33792,"Adventure, Kids, Mecha",Unknown,TV,26,Unknown,Original
33795,"Comedy, Magic",Mahou Shoujo Nante Mouiidesukara Second Season,TV,12,Pine Jam,Web manga
33797,"Sci-Fi, Space, Mecha",ID-0,TV,12,SANZIGEN,Original
33798,"Sports, School",Unknown,Special,1,Brain's Base,Novel
33801,"Supernatural, Drama",The Prisoners of Time,ONA,10,Unknown,Manga
33803,"Historical, Demons, Supernatural, Samurai",SENGOKUCHOJYUGIGA,TV,13,ILCA,Original
33806,"Sci-Fi, Comedy",Unknown,Special,9,Studio PuYUKAI,Original
33808,"Music, School",Girl Friend Note,ONA,3,Encourage Films,Game
33811,"Comedy, Sports, Shounen",Teekyu 8,TV,12,Millepensee,Manga
33814,"Comedy, Horror",Aooni The Blue Monster,TV,13,Studio Deen,Game
33818,"Slice of Life, Comedy, School, Shounen",Unknown,OVA,1,J.C.Staff,Manga
33820,"Mystery, Horror",Aooni the Movie,Movie,1,Studio Deen,Game
33821,"Historical, Drama",Unknown,OVA,1,Unknown,Other
33822,"Drama, Historical",Unknown,OVA,1,Unknown,Other
33823,"Drama, Historical",Unknown,OVA,1,Unknown,Other
33824,"Drama, Historical",Unknown,OVA,1,Unknown,Other
33826,Historical,Unknown,OVA,1,Unknown,Original
33827,Historical,Unknown,OVA,1,Unknown,Original
33828,Historical,Paul Rusch:His Life and Dream,Movie,1,Unknown,Other
33831,"Drama, Historical",Unknown,OVA,1,Unknown,Book
33834,"Ecchi, Fantasy",Seven Mortal Sins,TV,12,"Artland, TNK",Other
33835,Comedy,Unknown,TV,20,Doga Kobo,Game
33836,"Romance, School",Seiren,TV,12,"Studio Gokumi, AXsiZ",Original
33839,"Comedy, School, Shounen",Unknown,OVA,1,Hoods Entertainment,Other
33840,School,Kabukibu!,TV,12,Studio Deen,Novel
33842,Kids,Pukipuki and Poi,TV,25,Unknown,Original
33843,Comedy,Unknown,ONA,1,Unknown,Original
33845,"Drama, School, Slice of Life, Sports",Unknown,Movie,1,Kyoto Animation,Original
33846,"Comedy, Fantasy, Parody",Unknown,Special,21,DLE,Original
33849,Comedy,Unknown,Special,4,Unknown,Original
33850,"Harem, Historical, Romance, Fantasy, Josei",Libra of Nil Admirari,TV,12,Zero-G,Visual novel
33852,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",Unknown,Unknown,Unknown,Unknown,Music
33854,"Slice of Life, Comedy",Unknown,ONA,Unknown,Unknown,Original
33855,"Music, Comedy",Unknown,ONA,4,Unknown,Game
33856,Comedy,Unknown,ONA,25,Unknown,Original
33857,Comedy,Unknown,Special,4,Unknown,Original
33858,Comedy,Unknown,ONA,1,Unknown,Other
33859,Comedy,Chicken Papa,ONA,1,Unknown,Original
33860,Historical,Unknown,ONA,1,Unknown,Other
33861,Comedy,Unknown,ONA,2,Unknown,Radio
33862,Drama,Unknown,ONA,1,Unknown,Original
33863,Comedy,Unknown,ONA,1,Unknown,Original
33864,"Comedy, Music",Unknown,ONA,2,Unknown,Other
33865,"Hentai, Supernatural",Unknown,OVA,3,Seven,Manga
33866,"Music, Space",Unknown,Music,1,Unknown,Music
33867,Comedy,Unknown,ONA,1,Unknown,Original
33870,Comedy,Unknown,ONA,3,Unknown,Original
33871,"Sci-Fi, Cars, Comedy, Historical",Unknown,ONA,13,Unknown,Original
33872,Comedy,Unknown,ONA,1,HOTZIPANG,Original
33874,"Comedy, Police",Unknown,Special,1,Unknown,Manga
33875,"Comedy, Police",Unknown,Special,1,Unknown,Manga
33876,"Comedy, Police",Unknown,Special,1,Unknown,Manga
33877,"Comedy, Police",Unknown,Special,1,Unknown,Manga
33878,"Comedy, Police",Unknown,Special,1,Unknown,Manga
33879,"Comedy, Police",Unknown,Special,2,Unknown,Manga
33880,"Comedy, Police",Unknown,Special,2,Unknown,Manga
33881,"Comedy, Police",Unknown,Special,2,Unknown,Manga
33882,"Comedy, Police",Unknown,Special,2,Unknown,Manga
33883,"Comedy, Parody, Fantasy",Unknown,ONA,4,Unknown,Web manga
33884,Slice of Life,Tokyu Plaza Ginza Open,Special,1,Unknown,Original
33885,Music,Unknown,Music,1,Unknown,Music
33886,"Dementia, Music",Unknown,Music,1,Unknown,Music
33887,Music,Unknown,Music,1,Unknown,Music
33888,Fantasy,Unknown,Special,3,Unknown,Original
33889,"Action, Drama, Fantasy, Sci-Fi",Dances with the Dragons,TV,12,Seven Arcs Pictures,Light novel
33894,"Drama, Historical",Unknown,Movie,1,Unknown,Other
33895,"Historical, Drama",Unknown,Movie,1,Unknown,Other
33896,"Drama, Historical",Unknown,OVA,1,Unknown,Other
33897,Drama,Cry for Our Beautiful World,OVA,1,Unknown,Picture book
33898,Music,Unknown,Music,1,Unknown,Music
33899,Music,IDOLiSH7,TV,17,TROYCA,Game
33902,"Drama, School",Unknown,Special,3,Unknown,Original
33903,Slice of Life,Unknown,ONA,12,Unknown,Original
33904,Slice of Life,Unknown,Special,Unknown,Unknown,Original
33905,Music,Unknown,ONA,1,Composition Inc.,Original
33906,Music,Unknown,Music,1,Unknown,Music
33907,Music,Unknown,Music,1,Unknown,Music
33908,Music,Unknown,Music,1,Unknown,Music
33909,Music,Unknown,Music,1,Unknown,Game
33910,Music,Unknown,Music,1,Unknown,Game
33911,"Comedy, Music",Unknown,Music,2,Unknown,Game
33912,"Comedy, Music",Unknown,Music,2,Unknown,Game
33913,Comedy,Unknown,OVA,6,GARDEN LODGE,Original
33914,"Music, Dementia, Horror, Fantasy",Runnin' Away Gelée,ONA,1,DLE,Original
33915,Comedy,Toyama City Stamp Rally:The Search for Hello Kitty!,ONA,1,DLE,Other
33916,Comedy,Unknown,ONA,15,DLE,Original
33922,Comedy,Unknown,ONA,Unknown,DLE,Original
33925,"Adventure, Historical, Drama, Romance, Martial Arts",Unknown,ONA,40,Unknown,Original
33926,"Action, Game",The King's Avatar,ONA,12,B.CMAY PICTURES,Novel
33927,"Adventure, Comedy",Meat or Die - Meat 00:Prototype,Special,1,Unknown,Original
33929,"Action, Comedy, School, Shounen, Super Power",Unknown,OVA,1,Bones,Manga
33933,Comedy,Unknown,TV,33,DLE,Original
33934,Action,Unknown,ONA,1,Trigger,Original
33936,Music,Unknown,ONA,2,Unknown,Original
33937,"Music, Sci-Fi",Unknown,ONA,1,Unknown,Original
33938,Music,Unknown,Special,1,Unknown,Original
33939,Slice of Life,Unknown,Special,3,Unknown,Original
33940,"Slice of Life, Drama",Unknown,ONA,3,Unknown,Original
33941,Slice of Life,Towel Story,ONA,4,Pops Inc.,Original
33945,Samurai,Unknown,ONA,2,DLE,Original
33946,Comedy,Unknown,TV,58,Unknown,Other
33947,"Action, Fantasy, Shounen, Super Power",Unknown,Special,1,Unknown,Manga
33948,"Comedy, Slice of Life",Hinako Note,TV,12,Passione,4-koma manga
33949,"Slice of Life, Comedy",Please tell me! Galko-chan OVA,OVA,1,feel.,Digital manga
33950,"Action, Comedy, Magic, Fantasy, Shounen",Unknown,OVA,1,Xebec,Manga
33957,"Action, Kids, Mecha, School",Unknown,Special,1,OLM,Original
33958,Comedy,Robber's Company,ONA,6,Studio UGOKI,Unknown
33960,Hentai,Unknown,OVA,1,Unknown,Unknown
33962,Hentai,Unknown,OVA,2,Studio Eromatick,Manga
33964,"Action, Historical, Drama",91 Days:Brief Candle,Special,1,Shuka,Original
33966,"Adventure, Harem, Fantasy",100 Sleeping Princes and the Kingdom of Dreams,TV,12,Project No.9,Game
33969,"Mystery, Psychological",Unknown,ONA,20,B.CMAY PICTURES,Manga
33970,"Military, School",Unknown,Movie,1,Actas,Original
33972,Action,Unknown,ONA,3,Studio Ppuri,Game
33975,"Comedy, Parody, School",The Glass Mask Year 3 Class D,TV,13,DLE,Manga
33978,"Military, Historical",Unknown,OVA,1,Unknown,Manga
33979,Hentai,Unknown,OVA,1,Studio 1st,Manga
33980,Drama,Unknown,Movie,1,Unknown,Original
33981,Hentai,Unknown,OVA,2,T-Rex,Visual novel
33982,Historical,Unknown,Special,1,Unknown,Other
33983,"Historical, Seinen",Onihei,TV,13,Studio M2,Novel
33985,"Action, Supernatural, Vampire",Bloodivores,TV,12,"Creators in Pack, Namu Animation",Web manga
33986,"Slice of Life, Comedy, Parody",Elite Banana Banao,ONA,9,Unknown,Other
33988,"Comedy, Vampire, Fantasy, School, Seinen",Interviews With Monster Girls,TV,12,A-1 Pictures,Manga
33993,Hentai,Unknown,OVA,1,Chippai,Manga
33994,"Comedy, Josei",Unknown,Special,4,Unknown,Manga
33997,"Adventure, Game, Shounen",Unknown,Special,1,Gallop,Manga
33998,Kids,Unknown,Special,1,Asahi Production,Original
33999,Kids,Unknown,Special,2,Asahi Production,Original
34000,Kids,Unknown,Special,2,Asahi Production,Original
34003,"Music, Romance",Unknown,Music,2,Unknown,Original
34005,"Adventure, Game",Unknown,Special,2,Xebec,Manga
34006,Sci-Fi,Augmented Reality Girls Trinary,ONA,34,feel.,Original
34008,"Sports, School, Shounen",Unknown,OVA,2,MAPPA,Manga
34009,Comedy,TO BE HERO,TV,12,Haoliners Animation League,Original
34012,"Comedy, Fantasy, Mystery",Restaurant to Another World,TV,12,SILVER LINK.,Light novel
34013,"Game, Adventure, Comedy, Parody",Hagane Orchestra,TV,12,Fanworks,Game
34014,Adventure,The Adventures of the Little Prince,Special,4,Unknown,Book
34015,Hentai,Unknown,OVA,2,Unknown,Manga
34016,"Comedy, Romance, School, Shoujo",Unknown,OVA,1,Studio Deen,Manga
34019,"Action, Comedy, Ecchi, School, Seinen, Supernatural",Tsugumomo,TV,12,Zero-G,Manga
34021,"Action, Adventure, Drama, Seinen",Unknown,Movie,1,Telecom Animation Film,Manga
34022,"Sports, School, Shounen",Whistle!,ONA,Unknown,Unknown,Manga
34028,Music,Idol Incidents,TV,12,"MAPPA, Studio VOLN",Original
34030,Hentai,Unknown,OVA,2,Queen Bee,Manga
34032,"Music, Sports, Shoujo",Unknown,Movie,1,Tatsunoko Production,Original
34034,"Action, Game, Kids, Fantasy, School",Pokémon the Series:Sun & Moon,TV,146,OLM,Game
34036,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,Special,1,TMS Entertainment,Manga
34037,"Fantasy, Historical",Unknown,Movie,1,Gakken Eigakyoku,Other
34038,"Fantasy, Historical",Unknown,Movie,1,Unknown,Other
34039,"Music, Dementia",Unknown,Music,1,Unknown,Original
34048,"Horror, Thriller",Seoul Station,Movie,1,Studio Dadashow,Unknown
34050,Slice of Life,Unknown,Special,3,Studio Ghibli,Original
34051,"Action, Comedy, Supernatural, Ecchi",Akiba's Trip The Animation,TV,13,Gonzo,Game
34052,Comedy,100% Teacher Pascal,TV,36,OLM,Manga
34055,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",Berserk:Season II,TV,12,"Millepensee, GEMBA",Manga
34060,Horror,Unknown,ONA,1,Unknown,Original
34076,"Comedy, Demons, Drama, Fantasy, Slice of Life",The Eccentric Family 2,TV,12,P.A. Works,Novel
34077,"Action, Game, Shounen",Cardfight!! Vanguard G NEXT,TV,52,OLM,Card game
34078,"Kids, Slice of Life",Unknown,TV,13,Unknown,Picture book
34083,"Fantasy, School",Unknown,ONA,1,A-1 Pictures,Game
34085,"Action, Sci-Fi, Music, Drama, Mecha",Unknown,Music,1,Khara,Original
34086,"Action, Adventure, Magic, Fantasy",Unknown,TV,13,ufotable,Game
34088,"Action, Comedy, Historical",Chiruran 1/2,TV,12,LandQ studios,Manga
34091,"Comedy, Slice of Life",Unknown,Special,6,Kachidoki Studio,Original
34092,"Slice of Life, Comedy",Unknown,Movie,Unknown,Kachidoki Studio,Original
34096,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Gintama Season 5,TV,12,Bandai Namco Pictures,Manga
34100,"Action, Fantasy, Magic",Fate/kaleid liner Prisma Illya:Vow in the Snow,Movie,1,SILVER LINK.,Manga
34102,"Mystery, Super Power, Supernatural, School",Sagrada Reset,TV,24,David Production,Light novel
34103,"Action, Psychological, Horror, Mystery",Danganronpa 3:The End of Hope's Peak High School - Hope Arc,Special,1,Lerche,Game
34104,"Action, Fantasy, Mecha, School",Knight's & Magic,TV,13,8bit,Light novel
34106,"Comedy, Supernatural, Romance, School, Shounen",RIN-NE,TV,25,Brain's Base,Manga
34107,Hentai,Unknown,OVA,1,T-Rex,Manga
34112,Drama,Oroka,Movie,1,Unknown,Original
34113,Drama,RE:Map,Movie,1,Unknown,Original
34114,"Drama, Fantasy",Unknown,Movie,1,Unknown,Original
34115,Drama,Unknown,Movie,1,Unknown,Original
34116,"Drama, Music, Slice of Life",Unknown,Music,1,Unknown,Original
34117,"Drama, Slice of Life",Unknown,ONA,1,Unknown,Original
34118,Slice of Life,Unknown,ONA,1,Unknown,Original
34119,Drama,Unknown,Special,1,Unknown,Original
34120,Drama,Unknown,ONA,1,Unknown,Original
34121,"Music, Slice of Life",Unknown,ONA,1,Unknown,Original
34122,Drama,Unknown,Special,1,Unknown,Original
34124,Comedy,Unknown,ONA,1,Unknown,Original
34125,"Action, Military, School",Unknown,OVA,2,Production IMS,Original
34126,"Action, Military, Comedy, Supernatural, Romance, Fantasy",Rewrite:Moon and Terra,TV,11,8bit,Visual novel
34129,"Action, Adventure, Historical, Supernatural, Drama, Magic, Martial Arts, Fantasy",Unknown,TV,156,Beijing Rocen Digital,Original
34134,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural",Unknown,TV,12,J.C.Staff,Web manga
34136,"Sci-Fi, Drama, Romance, School, Shoujo",Unknown,Movie,1,Telecom Animation Film,Manga
34140,Space,Unknown,ONA,4,Unknown,Original
34148,"Slice of Life, Comedy",Nyanko Days,TV,12,EMT Squared,4-koma manga
34151,"Action, Adventure, Romance, Martial Arts, Fantasy",Unknown,OVA,1,Will Palette,Manga
34152,"Action, Mystery, Horror, Psychological",Unknown,OVA,1,Lerche,Original
34153,Space,Unknown,ONA,1,Unknown,Original
34156,Comedy,Unknown,TV,13,DLE,Original
34161,"Action, Game, Supernatural, Magic, Fantasy",Overlord:The Undead King,Movie,1,Madhouse,Light novel
34162,Kids,Unknown,Movie,1,Unknown,Book
34163,Comedy,Unknown,ONA,52,Unknown,Original
34164,Comedy,Unknown,Special,2,Unknown,Original
34165,Music,Unknown,Special,1,Unknown,Original
34166,"Comedy, Historical, Shounen",Unknown,Special,3,Unknown,Manga
34167,Sci-Fi,Unknown,Movie,1,"Kamikaze Douga, Nishiki Studio",Original
34168,Hentai,Unknown,OVA,1,Unknown,Visual novel
34173,"Comedy, Romance, Shoujo",Unknown,Special,4,Unknown,Manga
34176,"Action, Adventure, Magic, Fantasy",Unknown,TV,12,White Fox,Light novel
34177,"Music, School, Slice of Life",Angel's 3Piece!,TV,12,Project No.9,Light novel
34178,Sports,Unknown,ONA,6,Unknown,Game
34179,Sci-Fi,Unknown,ONA,2,TYO Animations,Original
34182,Kids,Unknown,TV,5,Unknown,Other
